investor_id,avg_gap_days,total_transactions,risk_flag
INV004114,31.5,7,Regular
INV004115,103.66666666666667,4,At Risk
INV004116,49.4,11,At Risk
INV004117,20.2,6,Regular
INV004118,49.875,9,At Risk
INV004119,64.0,8,At Risk
INV004120,95.0,5,At Risk
INV004121,103.0,4,At Risk
INV004122,136.0,2,At Risk
INV004123,85.0,6,At Risk
INV004124,43.888888888888886,10,At Risk
INV004125,44.81818181818182,12,At Risk
INV004126,150.0,2,At Risk
INV004127,63.25,9,At Risk
INV004128,45.0,12,At Risk
INV004129,175.0,2,At Risk
INV004130,65.66666666666667,7,At Risk
INV004131,65.5,7,At Risk
INV004132,78.2,6,At Risk
INV004133,91.75,5,At Risk
INV004134,39.285714285714285,8,At Risk
INV004135,41.0,12,At Risk
INV004136,,1,Regular
INV004137,19.444444444444443,10,Regular
INV004138,48.44444444444444,10,At Risk
INV004139,127.66666666666667,4,At Risk
INV004140,68.57142857142857,8,At Risk
INV004141,,1,Regular
INV004142,60.5,9,At Risk
INV004143,53.888888888888886,10,At Risk
INV004144,82.0,2,At Risk
INV004145,33.1,11,Regular
INV004146,49.0,10,At Risk
INV004147,61.0,7,At Risk
INV004148,50.875,9,At Risk
INV004149,61.5,7,At Risk
INV004150,179.0,3,At Risk
INV004151,45.09090909090909,12,At Risk
INV004152,60.833333333333336,7,At Risk
INV004153,42.0,11,At Risk
INV004154,46.72727272727273,12,At Risk
INV004155,,1,Regular
INV004156,,1,Regular
INV004157,71.75,5,At Risk
INV004158,,1,Regular
INV004159,59.25,5,At Risk
INV004160,112.25,5,At Risk
INV004161,88.8,6,At Risk
INV004162,87.75,5,At Risk
INV004163,46.5,7,At Risk
INV004164,115.5,3,At Risk
INV004165,69.33333333333333,7,At Risk
INV004166,88.66666666666667,4,At Risk
INV004167,35.0,3,Regular
INV004168,37.0,3,At Risk
INV004169,108.5,5,At Risk
INV004170,,1,Regular
INV004171,96.0,4,At Risk
INV004172,49.0,10,At Risk
INV004173,71.28571428571429,8,At Risk
INV004174,60.5,9,At Risk
INV004175,67.85714285714286,8,At Risk
INV004176,50.0,2,At Risk
INV004177,35.333333333333336,10,At Risk
INV004178,117.75,5,At Risk
INV004179,39.55555555555556,10,At Risk
INV004180,13.0,2,Regular
INV004181,66.71428571428571,8,At Risk
INV004182,43.5,3,At Risk
INV004183,23.333333333333332,4,Regular
INV004184,40.22222222222222,10,At Risk
INV004185,49.8,6,At Risk
INV004186,41.5,3,At Risk
INV004187,57.0,3,At Risk
INV004188,19.0,4,Regular
INV004189,137.5,3,At Risk
INV004190,72.6,6,At Risk
INV004191,48.7,11,At Risk
INV004192,9.5,3,Regular
INV004193,87.0,5,At Risk
INV004194,111.0,3,At Risk
INV004195,83.33333333333333,4,At Risk
INV004196,52.22222222222222,10,At Risk
INV004197,142.33333333333334,4,At Risk
INV004198,168.0,2,At Risk
INV004199,48.5,7,At Risk
INV004200,114.5,3,At Risk
INV004201,43.166666666666664,7,At Risk
INV004202,47.625,9,At Risk
INV004203,51.77777777777778,10,At Risk
INV004204,72.0,7,At Risk
INV004205,51.5,9,At Risk
INV004206,394.0,2,At Risk
INV004207,93.5,5,At Risk
INV004208,45.875,9,At Risk
INV004209,221.0,2,At Risk
INV004210,48.8,6,At Risk
INV004211,221.5,3,At Risk
INV004212,52.0,9,At Risk
INV004213,31.0,2,Regular
INV004214,101.0,3,At Risk
INV004215,40.0,2,At Risk
INV004216,70.28571428571429,8,At Risk
INV004217,33.0,3,Regular
INV004218,,1,Regular
INV004219,,1,Regular
INV004220,73.0,4,At Risk
INV004221,418.0,2,At Risk
INV004222,58.0,6,At Risk
INV004223,43.36363636363637,12,At Risk
INV004224,43.833333333333336,7,At Risk
INV004225,43.714285714285715,8,At Risk
INV004226,53.44444444444444,10,At Risk
INV004227,42.0,2,At Risk
INV004228,48.22222222222222,10,At Risk
INV004229,155.5,3,At Risk
INV004230,53.55555555555556,10,At Risk
INV004231,39.63636363636363,12,At Risk
INV004232,32.45454545454545,12,Regular
INV004233,70.5,7,At Risk
INV004234,122.0,2,At Risk
INV004235,25.0,2,Regular
INV004236,139.5,3,At Risk
INV004237,65.57142857142857,8,At Risk
INV004238,27.5,5,Regular
INV004239,53.5,9,At Risk
INV004240,101.25,5,At Risk
INV004241,43.90909090909091,12,At Risk
INV004242,133.0,2,At Risk
INV004243,38.63636363636363,12,At Risk
INV004244,92.5,5,At Risk
INV004245,,1,Regular
INV004246,45.2,11,At Risk
INV004247,59.375,9,At Risk
INV004248,62.857142857142854,8,At Risk
INV004249,187.0,3,At Risk
INV004250,74.4,6,At Risk
INV004251,,1,Regular
INV004252,58.142857142857146,8,At Risk
INV004253,100.8,6,At Risk
INV004254,59.75,9,At Risk
INV004255,202.0,2,At Risk
INV004256,152.66666666666666,4,At Risk
INV004257,89.2,6,At Risk
INV004258,43.2,11,At Risk
INV004259,144.66666666666666,4,At Risk
INV004260,144.0,2,At Risk
INV004261,118.5,5,At Risk
INV004262,73.0,6,At Risk
INV004263,91.2,6,At Risk
INV004264,53.714285714285715,8,At Risk
INV004265,70.16666666666667,7,At Risk
INV004266,37.1,11,At Risk
INV004267,38.36363636363637,12,At Risk
INV004268,73.66666666666667,7,At Risk
INV004269,261.0,2,At Risk
INV004270,49.5,11,At Risk
INV004271,41.54545454545455,12,At Risk
INV004272,35.0,8,Regular
INV004273,75.8,6,At Risk
INV004274,48.2,11,At Risk
INV004275,159.0,2,At Risk
INV004276,20.25,9,Regular
INV004277,112.25,5,At Risk
INV004278,34.18181818181818,12,Regular
INV004279,35.2,11,At Risk
INV004280,72.66666666666667,7,At Risk
INV004281,45.3,11,At Risk
INV004282,48.55555555555556,10,At Risk
INV004283,35.5,11,At Risk
INV004284,68.0,3,At Risk
INV004285,46.6,11,At Risk
INV004286,123.5,3,At Risk
INV004287,45.57142857142857,8,At Risk
INV004288,41.72727272727273,12,At Risk
INV004289,41.72727272727273,12,At Risk
INV004290,44.63636363636363,12,At Risk
INV004291,138.66666666666666,4,At Risk
INV004292,,1,Regular
INV004293,48.44444444444444,10,At Risk
INV004294,63.142857142857146,8,At Risk
INV004295,42.27272727272727,12,At Risk
INV004296,51.1,11,At Risk
INV004297,44.0,12,At Risk
INV004298,43.714285714285715,8,At Risk
INV004299,49.1,11,At Risk
INV004300,32.8,6,Regular
INV004301,133.33333333333334,4,At Risk
INV004302,64.33333333333333,7,At Risk
INV004303,45.5,7,At Risk
INV004304,80.0,5,At Risk
INV004305,103.25,5,At Risk
INV004306,43.22222222222222,10,At Risk
INV004307,50.5,7,At Risk
INV004308,56.44444444444444,10,At Risk
INV004309,,1,Regular
INV004310,79.6,6,At Risk
INV004311,82.25,5,At Risk
INV004312,146.0,2,At Risk
INV004313,50.333333333333336,4,At Risk
INV004314,51.875,9,At Risk
INV004315,70.0,2,At Risk
INV004316,33.0,8,Regular
INV004317,172.0,2,At Risk
INV004318,49.75,9,At Risk
INV004319,44.0,12,At Risk
INV004320,83.4,6,At Risk
INV004321,33.6,11,Regular
INV004322,58.0,6,At Risk
INV004323,,1,Regular
INV004324,42.36363636363637,12,At Risk
INV004325,22.0,2,Regular
INV004326,32.81818181818182,12,Regular
INV004327,,1,Regular
INV004328,143.33333333333334,4,At Risk
INV004329,80.6,6,At Risk
INV004330,142.66666666666666,4,At Risk
INV004331,177.0,2,At Risk
INV004332,45.3,11,At Risk
INV004333,39.333333333333336,7,At Risk
INV004334,76.4,6,At Risk
INV004335,56.375,9,At Risk
INV004336,71.33333333333333,7,At Risk
INV004337,74.4,6,At Risk
INV004338,40.0,12,At Risk
INV004339,56.5,9,At Risk
INV004340,62.5,9,At Risk
INV004341,56.142857142857146,8,At Risk
INV004342,77.6,6,At Risk
INV004343,40.09090909090909,12,At Risk
INV004344,150.33333333333334,4,At Risk
INV004345,36.54545454545455,12,At Risk
INV004346,67.4,6,At Risk
INV004347,47.42857142857143,8,At Risk
INV004348,42.8,11,At Risk
INV004349,47.9,11,At Risk
INV004350,78.5,5,At Risk
INV004351,178.5,3,At Risk
INV004352,79.8,6,At Risk
INV004353,50.375,9,At Risk
INV004354,59.6,6,At Risk
INV004355,126.0,2,At Risk
INV004356,38.666666666666664,10,At Risk
INV004357,56.333333333333336,10,At Risk
INV004358,41.45454545454545,12,At Risk
INV004359,118.5,5,At Risk
INV004360,58.5,9,At Risk
INV004361,47.888888888888886,10,At Risk
INV004362,41.8,11,At Risk
INV004363,53.333333333333336,10,At Risk
INV004364,44.77777777777778,10,At Risk
INV004365,41.81818181818182,12,At Risk
INV004366,44.57142857142857,8,At Risk
INV004367,79.5,7,At Risk
INV004368,64.8,6,At Risk
INV004369,45.875,9,At Risk
INV004370,39.5,3,At Risk
INV004371,117.0,4,At Risk
INV004372,33.90909090909091,12,Regular
INV004373,,1,Regular
INV004374,53.55555555555556,10,At Risk
INV004375,83.6,6,At Risk
INV004376,39.72727272727273,12,At Risk
INV004377,89.0,5,At Risk
INV004378,81.16666666666667,7,At Risk
INV004379,56.42857142857143,8,At Risk
INV004380,96.8,6,At Risk
INV004381,70.33333333333333,7,At Risk
INV004382,261.0,2,At Risk
INV004383,,1,Regular
INV004384,52.75,9,At Risk
INV004385,,1,Regular
INV004386,61.5,3,At Risk
INV004387,113.66666666666667,4,At Risk
INV004388,42.72727272727273,12,At Risk
INV004389,27.0,3,Regular
INV004390,133.0,4,At Risk
INV004391,49.0,7,At Risk
INV004392,50.22222222222222,10,At Risk
INV004393,45.833333333333336,7,At Risk
INV004394,121.66666666666667,4,At Risk
INV004395,113.0,2,At Risk
INV004396,,1,Regular
INV004397,,1,Regular
INV004398,93.0,6,At Risk
INV004399,124.5,3,At Risk
INV004400,39.0,11,At Risk
INV004401,61.125,9,At Risk
INV004402,173.0,3,At Risk
INV004403,45.55555555555556,10,At Risk
INV004404,108.33333333333333,4,At Risk
INV004405,,1,Regular
INV004406,74.0,3,At Risk
INV004407,43.5,7,At Risk
INV004408,63.666666666666664,7,At Risk
INV004409,,1,Regular
INV004410,37.18181818181818,12,At Risk
INV004411,53.375,9,At Risk
INV004412,70.57142857142857,8,At Risk
INV004413,48.3,11,At Risk
INV004414,41.888888888888886,10,At Risk
INV004415,135.0,3,At Risk
INV004416,,1,Regular
INV004417,83.33333333333333,4,At Risk
INV004418,39.5,7,At Risk
INV004419,78.0,3,At Risk
INV004420,108.75,5,At Risk
INV004421,56.75,9,At Risk
INV004422,458.0,2,At Risk
INV004423,68.0,2,At Risk
INV004424,101.0,2,At Risk
INV004425,109.33333333333333,4,At Risk
INV004426,86.66666666666667,4,At Risk
INV004427,46.18181818181818,12,At Risk
INV004428,37.3,11,At Risk
INV004429,17.0,2,Regular
INV004430,122.0,2,At Risk
INV004431,,1,Regular
INV004432,177.0,3,At Risk
INV004433,69.0,2,At Risk
INV004434,45.72727272727273,12,At Risk
INV004435,129.33333333333334,4,At Risk
INV004436,53.857142857142854,8,At Risk
INV004437,51.285714285714285,8,At Risk
INV004438,89.0,2,At Risk
INV004439,57.8,6,At Risk
INV004440,67.8,6,At Risk
INV004441,92.25,5,At Risk
INV004442,41.6,11,At Risk
INV004443,42.0,11,At Risk
INV004444,24.0,3,Regular
INV004445,85.2,6,At Risk
INV004446,45.1,11,At Risk
INV004447,33.22222222222222,10,Regular
INV004448,49.285714285714285,8,At Risk
INV004449,86.66666666666667,4,At Risk
INV004450,33.90909090909091,12,Regular
INV004451,60.42857142857143,8,At Risk
INV004452,48.6,11,At Risk
INV004453,52.25,5,At Risk
INV004454,49.2,11,At Risk
INV004455,33.36363636363637,12,Regular
INV004456,162.0,2,At Risk
INV004457,47.7,11,At Risk
INV004458,29.4,6,Regular
INV004459,39.5,11,At Risk
INV004460,34.0,11,Regular
INV004461,32.375,9,Regular
INV004462,203.5,3,At Risk
INV004463,52.666666666666664,10,At Risk
INV004464,53.57142857142857,8,At Risk
INV004465,44.8,11,At Risk
INV004466,51.333333333333336,10,At Risk
INV004467,48.57142857142857,8,At Risk
INV004468,57.625,9,At Risk
INV004469,172.5,3,At Risk
INV004470,,1,Regular
INV004471,148.0,4,At Risk
INV004472,49.9,11,At Risk
INV004473,48.888888888888886,10,At Risk
INV004474,66.66666666666667,7,At Risk
INV004475,40.7,11,At Risk
INV004476,56.75,9,At Risk
INV004477,45.666666666666664,10,At Risk
INV004478,107.5,3,At Risk
INV004479,71.0,5,At Risk
INV004480,,1,Regular
INV004481,31.75,9,Regular
INV004482,70.28571428571429,8,At Risk
INV004483,83.6,6,At Risk
INV004484,35.22222222222222,10,At Risk
INV004485,57.0,5,At Risk
INV004486,77.0,6,At Risk
INV004487,19.666666666666668,7,Regular
INV004488,111.75,5,At Risk
INV004489,64.75,5,At Risk
INV004490,71.5,5,At Risk
INV004491,118.5,5,At Risk
INV004492,61.333333333333336,7,At Risk
INV004493,50.3,11,At Risk
INV004494,142.0,4,At Risk
INV004495,67.71428571428571,8,At Risk
INV004496,49.7,11,At Risk
INV004497,45.63636363636363,12,At Risk
INV004498,76.33333333333333,7,At Risk
INV004499,,1,Regular
INV004500,76.0,5,At Risk
INV004501,18.0,2,Regular
INV004502,44.7,11,At Risk
INV004503,48.0,2,At Risk
INV004504,42.888888888888886,10,At Risk
INV004505,43.0,11,At Risk
INV004506,96.75,5,At Risk
INV004507,,1,Regular
INV004508,42.6,11,At Risk
INV004509,81.6,6,At Risk
INV004510,78.66666666666667,7,At Risk
INV004511,66.83333333333333,7,At Risk
INV004512,,1,Regular
INV004513,53.44444444444444,10,At Risk
INV004514,84.8,6,At Risk
INV004515,50.142857142857146,8,At Risk
INV004516,123.5,5,At Risk
INV004517,61.857142857142854,8,At Risk
INV004518,70.83333333333333,7,At Risk
INV004519,68.66666666666667,7,At Risk
INV004520,65.0,7,At Risk
INV004521,33.0,12,Regular
INV004522,93.8,6,At Risk
INV004523,48.44444444444444,10,At Risk
INV004524,148.33333333333334,4,At Risk
INV004525,120.66666666666667,4,At Risk
INV004526,37.888888888888886,10,At Risk
INV004527,50.875,9,At Risk
INV004528,54.0,7,At Risk
INV004529,65.71428571428571,8,At Risk
INV004530,45.333333333333336,4,At Risk
INV004531,47.55555555555556,10,At Risk
INV004532,59.0,2,At Risk
INV004533,53.714285714285715,8,At Risk
INV004534,49.375,9,At Risk
INV004535,446.0,2,At Risk
INV004536,90.0,2,At Risk
INV004537,81.0,4,At Risk
INV004538,,1,Regular
INV004539,54.0,4,At Risk
INV004540,33.45454545454545,12,Regular
INV004541,,1,Regular
INV004542,32.6,11,Regular
INV004543,128.5,3,At Risk
INV004544,48.875,9,At Risk
INV004545,42.0,7,At Risk
INV004546,103.0,5,At Risk
INV004547,41.1,11,At Risk
INV004548,99.8,6,At Risk
INV004549,67.8,6,At Risk
INV004550,,1,Regular
INV004551,46.75,9,At Risk
INV004552,306.0,2,At Risk
INV004553,56.125,9,At Risk
INV004554,56.666666666666664,4,At Risk
INV004555,42.0,10,At Risk
INV004556,278.0,2,At Risk
INV004557,108.0,5,At Risk
INV004558,97.0,4,At Risk
INV004559,173.0,3,At Risk
INV004560,43.0,10,At Risk
INV004561,186.5,3,At Risk
INV004562,52.375,9,At Risk
INV004563,55.888888888888886,10,At Risk
INV004564,356.0,2,At Risk
INV004565,77.83333333333333,7,At Risk
INV004566,76.5,5,At Risk
INV004567,76.33333333333333,7,At Risk
INV004568,59.5,5,At Risk
INV004569,123.0,3,At Risk
INV004570,97.5,3,At Risk
INV004571,,1,Regular
INV004572,,1,Regular
INV004573,52.25,5,At Risk
INV004574,36.54545454545455,12,At Risk
INV004575,165.0,3,At Risk
INV004576,60.857142857142854,8,At Risk
INV004577,,1,Regular
INV004578,58.4,6,At Risk
INV004579,31.0,11,Regular
INV004580,,1,Regular
INV004581,63.125,9,At Risk
INV004582,50.5,11,At Risk
INV004583,78.66666666666667,7,At Risk
INV004584,34.25,9,Regular
INV004585,106.75,5,At Risk
INV004586,71.0,2,At Risk
INV004587,71.83333333333333,7,At Risk
INV004588,151.0,3,At Risk
INV004589,47.333333333333336,10,At Risk
INV004590,204.0,2,At Risk
INV004591,48.5,9,At Risk
INV004592,45.75,9,At Risk
INV004593,48.0,11,At Risk
INV004594,43.27272727272727,12,At Risk
INV004595,37.375,9,At Risk
INV004596,68.75,5,At Risk
INV004597,,1,Regular
INV004598,38.27272727272727,12,At Risk
INV004599,112.0,3,At Risk
INV004600,48.4,11,At Risk
INV004601,155.66666666666666,4,At Risk
INV004602,43.36363636363637,12,At Risk
INV004603,,1,Regular
INV004604,69.75,5,At Risk
INV004605,49.3,11,At Risk
INV004606,43.285714285714285,8,At Risk
INV004607,49.0,9,At Risk
INV004608,42.77777777777778,10,At Risk
INV004609,81.8,6,At Risk
INV004610,159.0,3,At Risk
INV004611,33.4,11,Regular
INV004612,169.0,2,At Risk
INV004613,,1,Regular
INV004614,49.75,9,At Risk
INV004615,383.0,2,At Risk
INV004616,69.42857142857143,8,At Risk
INV004617,43.18181818181818,12,At Risk
INV004618,57.0,2,At Risk
INV004619,45.666666666666664,10,At Risk
INV004620,196.0,2,At Risk
INV004621,39.45454545454545,12,At Risk
INV004622,117.75,5,At Risk
INV004623,61.6,6,At Risk
INV004624,,1,Regular
INV004625,48.2,11,At Risk
INV004626,72.2,6,At Risk
INV004627,48.625,9,At Risk
INV004628,,1,Regular
INV004629,41.09090909090909,12,At Risk
INV004630,36.81818181818182,12,At Risk
INV004631,47.0,11,At Risk
INV004632,120.0,5,At Risk
INV004633,45.09090909090909,12,At Risk
INV004634,65.6,6,At Risk
INV004635,44.0,9,At Risk
INV004636,41.3,11,At Risk
INV004637,131.33333333333334,4,At Risk
INV004638,43.1,11,At Risk
INV004639,57.857142857142854,8,At Risk
INV004640,42.2,11,At Risk
INV004641,37.666666666666664,10,At Risk
INV004642,65.83333333333333,7,At Risk
INV004643,37.0,9,At Risk
INV004644,49.5,5,At Risk
INV004645,148.5,3,At Risk
INV004646,48.375,9,At Risk
INV004647,54.875,9,At Risk
INV004648,39.666666666666664,7,At Risk
INV004649,120.33333333333333,4,At Risk
INV004650,44.888888888888886,10,At Risk
INV004651,47.77777777777778,10,At Risk
INV004652,55.0,3,At Risk
INV004653,70.42857142857143,8,At Risk
INV004654,64.71428571428571,8,At Risk
INV004655,56.714285714285715,8,At Risk
INV004656,80.5,7,At Risk
INV004657,144.5,3,At Risk
INV004658,,1,Regular
INV004659,44.0,9,At Risk
INV004660,72.16666666666667,7,At Risk
INV004661,48.8,11,At Risk
INV004662,184.0,2,At Risk
INV004663,5.0,2,Regular
INV004664,62.833333333333336,7,At Risk
INV004665,46.333333333333336,10,At Risk
INV004666,70.2,6,At Risk
INV004667,95.33333333333333,4,At Risk
INV004668,145.0,4,At Risk
INV004669,58.4,6,At Risk
INV004670,,1,Regular
INV004671,,1,Regular
INV004672,44.4,11,At Risk
INV004673,46.142857142857146,8,At Risk
INV004674,130.0,3,At Risk
INV004675,,1,Regular
INV004676,143.5,3,At Risk
INV004677,112.0,5,At Risk
INV004678,82.66666666666667,7,At Risk
INV004679,110.0,5,At Risk
INV004680,40.42857142857143,8,At Risk
INV004681,118.0,4,At Risk
INV004682,33.8,11,Regular
INV004683,253.0,2,At Risk
INV004684,201.0,3,At Risk
INV004685,,1,Regular
INV004686,40.0,4,At Risk
INV004687,62.0,6,At Risk
INV004688,45.0,10,At Risk
INV004689,48.0,7,At Risk
INV004690,,1,Regular
INV004691,54.375,9,At Risk
INV004692,44.81818181818182,12,At Risk
INV004693,59.142857142857146,8,At Risk
INV004694,73.16666666666667,7,At Risk
INV004695,55.333333333333336,10,At Risk
INV004696,70.25,5,At Risk
INV004697,237.0,3,At Risk
INV004698,102.0,5,At Risk
INV004699,83.0,5,At Risk
INV004700,75.25,5,At Risk
INV004701,46.8,11,At Risk
INV004702,131.66666666666666,4,At Risk
INV004703,110.75,5,At Risk
INV004704,43.09090909090909,12,At Risk
INV004705,102.5,3,At Risk
INV004706,,1,Regular
INV004707,,1,Regular
INV004708,,1,Regular
INV004709,67.4,6,At Risk
INV004710,,1,Regular
INV004711,54.375,9,At Risk
INV004712,37.2,11,At Risk
INV004713,83.0,2,At Risk
INV004714,181.0,2,At Risk
INV004715,48.714285714285715,8,At Risk
INV004716,55.5,9,At Risk
INV004717,123.75,5,At Risk
INV004718,64.0,4,At Risk
INV004719,38.6,6,At Risk
INV004720,52.142857142857146,8,At Risk
INV004721,232.0,3,At Risk
INV004722,54.25,9,At Risk
INV004723,99.0,3,At Risk
INV004724,68.0,6,At Risk
INV004725,121.0,3,At Risk
INV004726,227.0,3,At Risk
INV004727,203.0,2,At Risk
INV004728,68.5,3,At Risk
INV004729,94.5,5,At Risk
INV004730,148.5,3,At Risk
INV004731,55.666666666666664,7,At Risk
INV004732,,1,Regular
INV004733,37.54545454545455,12,At Risk
INV004734,61.5,7,At Risk
INV004735,94.8,6,At Risk
INV004736,117.66666666666667,4,At Risk
INV004737,44.63636363636363,12,At Risk
INV004738,46.6,11,At Risk
INV004739,59.875,9,At Risk
INV004740,100.75,5,At Risk
INV004741,50.44444444444444,10,At Risk
INV004742,60.666666666666664,7,At Risk
INV004743,250.5,3,At Risk
INV004744,46.625,9,At Risk
INV004745,54.142857142857146,8,At Risk
INV004746,458.0,2,At Risk
INV004747,92.8,6,At Risk
INV004748,59.42857142857143,8,At Risk
INV004749,136.66666666666666,4,At Risk
INV004750,101.25,5,At Risk
INV004751,145.33333333333334,4,At Risk
INV004752,57.333333333333336,7,At Risk
INV004753,39.0,11,At Risk
INV004754,58.714285714285715,8,At Risk
INV004755,40.77777777777778,10,At Risk
INV004756,47.2,11,At Risk
INV004757,,1,Regular
INV004758,124.33333333333333,4,At Risk
INV004759,183.0,3,At Risk
INV004760,63.333333333333336,4,At Risk
INV004761,41.0,10,At Risk
INV004762,,1,Regular
INV004763,45.54545454545455,12,At Risk
INV004764,41.5,11,At Risk
INV004765,111.5,5,At Risk
INV004766,,1,Regular
INV004767,83.0,5,At Risk
INV004768,22.0,4,Regular
INV004769,57.57142857142857,8,At Risk
INV004770,46.63636363636363,12,At Risk
INV004771,75.66666666666667,7,At Risk
INV004772,68.5,5,At Risk
INV004773,,1,Regular
INV004774,53.375,9,At Risk
INV004775,159.66666666666666,4,At Risk
INV004776,51.0,10,At Risk
INV004777,164.5,3,At Risk
INV004778,68.75,5,At Risk
INV004779,180.5,3,At Risk
INV004780,41.18181818181818,12,At Risk
INV004781,100.25,5,At Risk
INV004782,,1,Regular
INV004783,106.33333333333333,4,At Risk
INV004784,84.8,6,At Risk
INV004785,62.142857142857146,8,At Risk
INV004786,119.25,5,At Risk
INV004787,54.77777777777778,10,At Risk
INV004788,124.5,3,At Risk
INV004789,,1,Regular
INV004790,35.25,9,At Risk
INV004791,119.75,5,At Risk
INV004792,131.5,3,At Risk
INV004793,285.0,2,At Risk
INV004794,52.111111111111114,10,At Risk
INV004795,56.0,3,At Risk
INV004796,28.833333333333332,7,Regular
INV004797,50.5,11,At Risk
INV004798,53.0,9,At Risk
INV004799,76.0,3,At Risk
INV004800,110.0,2,At Risk
INV004801,81.4,6,At Risk
INV004802,36.0,11,At Risk
INV004803,83.2,6,At Risk
INV004804,37.09090909090909,12,At Risk
INV004805,36.375,9,At Risk
INV004806,93.0,2,At Risk
INV004807,51.55555555555556,10,At Risk
INV004808,75.66666666666667,4,At Risk
INV004809,94.0,2,At Risk
INV004810,137.5,3,At Risk
INV004811,40.36363636363637,12,At Risk
INV004812,50.6,6,At Risk
INV004813,40.7,11,At Risk
INV004814,99.33333333333333,4,At Risk
INV004815,199.0,3,At Risk
INV004816,89.33333333333333,4,At Risk
INV004817,95.2,6,At Risk
INV004818,44.0,10,At Risk
INV004819,42.1,11,At Risk
INV004820,59.75,5,At Risk
INV004821,30.88888888888889,10,Regular
INV004822,44.111111111111114,10,At Risk
INV004823,51.75,9,At Risk
INV004824,190.0,2,At Risk
INV004825,46.666666666666664,10,At Risk
INV004826,44.3,11,At Risk
INV004827,63.666666666666664,7,At Risk
INV004828,49.666666666666664,7,At Risk
INV004829,67.0,6,At Risk
INV004830,70.8,6,At Risk
INV004831,83.83333333333333,7,At Risk
INV004832,129.0,4,At Risk
INV004833,42.45454545454545,12,At Risk
INV004834,34.333333333333336,10,Regular
INV004835,60.5,9,At Risk
INV004836,48.22222222222222,10,At Risk
INV004837,74.5,7,At Risk
INV004838,,1,Regular
INV004839,110.5,3,At Risk
INV004840,39.27272727272727,12,At Risk
INV004841,52.44444444444444,10,At Risk
INV004842,46.333333333333336,4,At Risk
INV004843,50.857142857142854,8,At Risk
INV004844,44.44444444444444,10,At Risk
INV004845,47.2,11,At Risk
INV004846,59.5,7,At Risk
INV004847,55.125,9,At Risk
INV004848,45.3,11,At Risk
INV004849,39.0,10,At Risk
INV004850,38.36363636363637,12,At Risk
INV004851,65.66666666666667,7,At Risk
INV004852,105.75,5,At Risk
INV004853,57.5,7,At Risk
INV004854,96.0,6,At Risk
INV004855,34.1,11,Regular
INV004856,81.5,5,At Risk
INV004857,70.33333333333333,7,At Risk
INV004858,67.0,7,At Risk
INV004859,,1,Regular
INV004860,49.0,9,At Risk
INV004861,159.0,3,At Risk
INV004862,273.0,2,At Risk
INV004863,47.111111111111114,10,At Risk
INV004864,38.45454545454545,12,At Risk
INV004865,45.8,11,At Risk
INV004866,36.888888888888886,10,At Risk
INV004867,100.5,5,At Risk
INV004868,36.09090909090909,12,At Risk
INV004869,23.666666666666668,4,Regular
INV004870,34.0,4,Regular
INV004871,45.90909090909091,12,At Risk
INV004872,199.0,3,At Risk
INV004873,,1,Regular
INV004874,46.77777777777778,10,At Risk
INV004875,58.625,9,At Risk
INV004876,82.0,6,At Risk
INV004877,80.5,7,At Risk
INV004878,,1,Regular
INV004879,,1,Regular
INV004880,58.2,6,At Risk
INV004881,99.75,5,At Risk
INV004882,69.5,3,At Risk
INV004883,58.0,3,At Risk
INV004884,124.0,3,At Risk
INV004885,42.81818181818182,12,At Risk
INV004886,65.8,6,At Risk
INV004887,57.142857142857146,8,At Risk
INV004888,53.5,7,At Risk
INV004889,44.7,11,At Risk
INV004890,118.33333333333333,4,At Risk
INV004891,43.0,12,At Risk
INV004892,58.285714285714285,8,At Risk
INV004893,27.0,5,Regular
INV004894,55.75,5,At Risk
INV004895,81.66666666666667,4,At Risk
INV004896,39.72727272727273,12,At Risk
INV004897,,1,Regular
INV004898,321.0,2,At Risk
INV004899,67.0,8,At Risk
INV004900,42.285714285714285,8,At Risk
INV004901,41.5,9,At Risk
INV004902,190.5,3,At Risk
INV004903,86.2,6,At Risk
INV004904,101.0,4,At Risk
INV004905,295.0,2,At Risk
INV004906,95.0,5,At Risk
INV004907,84.0,5,At Risk
INV004908,74.4,6,At Risk
INV004909,,1,Regular
INV004910,47.666666666666664,10,At Risk
INV004911,34.72727272727273,12,Regular
INV004912,116.0,5,At Risk
INV004913,48.333333333333336,10,At Risk
INV004914,60.875,9,At Risk
INV004915,56.888888888888886,10,At Risk
INV004916,54.111111111111114,10,At Risk
INV004917,59.285714285714285,8,At Risk
INV004918,55.111111111111114,10,At Risk
INV004919,50.5,11,At Risk
INV004920,69.5,5,At Risk
INV004921,,1,Regular
INV004922,39.0,12,At Risk
INV004923,81.0,5,At Risk
INV004924,53.111111111111114,10,At Risk
INV004925,51.0,10,At Risk
INV004926,43.63636363636363,12,At Risk
INV004927,39.18181818181818,12,At Risk
INV004928,21.0,2,Regular
INV004929,113.0,5,At Risk
INV004930,75.0,6,At Risk
INV004931,213.0,2,At Risk
INV004932,52.25,9,At Risk
INV004933,45.333333333333336,7,At Risk
INV004934,47.142857142857146,8,At Risk
INV004935,51.0,4,At Risk
INV004936,,1,Regular
INV004937,306.0,2,At Risk
INV004938,70.0,6,At Risk
